"","site","year_mo","year","plotID","easting","northing","latitude","longitude","Dominant_NLCD_Classes","NLCD_Classes_Abb","shannon_exotic","evenness_exotic","nspp_exotic","shannon_notexotic","evenness_notexotic","nspp_notexotic","shannon_native","evenness_native","nspp_native","shannon_unknown","evenness_unknown","nspp_unknown","rel_cover_native","rel_cover_unknown","rel_cover_exotic","cover_native","cover_unknown","cover_exotic","rel_cover_notexotic","cover_notexotic","shannon_total","evenness_total","nspp_total","shannon_family","evenness_family","nfamilies","scale","invaded","turnover","nestedness","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","vertCV.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop","q25.aop","q50.aop","ID2","system.index","easting","first","northing","plotID","site","year","year_mo",".geo","p_IDn","plotID","pointID","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","plotEdge","p_IDn","ID2"
"NA.121","NIWO","2018-08",2018,"NIWO_015",451146.351,4432366.174,40.04011,-105.57266,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.19719286,0.099766072,12,1.15529115,0.115529115,10,0.450561209,0.225280604,2,0.991769547,0.008230453,0,45.1875,0.375,0,1,45.5625,1.19719286,0.099766072,12,0.91420157,0.152366928,6,"plot","not_invaded",0.844036697,0.037907747,5.930070707,18.662,3.184631989,0.102040816,0.897959184,4.051191858,3.40559555,0.523864204,0.637915619,0.592928114,0.85707073,6.658780499,0.592928114,3.877,6.086,"2018NIWO_015451146.351","000000000000000000b1",451146.351,42,4432366.174,"NIWO_015","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.57266432544549,40.04010996762561]}","NIWO_015451146.3514432366.174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_015451146.351"
"NA.122","NIWO","2018-08",2018,"NIWO_005",451385.162,4432758.83,40.043662,-105.569891,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.414142615,0.048763538,29,1.167092428,0.05557583,21,0.827642297,0.118234614,7,0.931554524,0.068445476,0,33.45833333,2.458333333,0,1,36.0625,1.414142615,0.048763538,29,1.233870733,0.072580631,17,"plot","not_invaded",0.671532847,0.170016449,3.097664122,12.207,2.423497747,0.108843537,0.891156463,2.499939233,2.503770843,0.666054272,0.714253938,0.500700887,0.88628549,3.683496914,0.500700887,1.92425,3.195,"2018NIWO_005451385.162","000000000000000000b2",451385.162,42,4432758.83,"NIWO_005","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.56989076459024,40.043663871165215]}","NIWO_005451385.1624432758.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_005451385.162"
"NA.72","NIWO","2018-08",2018,"NIWO_010",451474.16,4432040.348,40.037194,-105.568794,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.523853737,0.117219518,13,1.323920867,0.132392087,10,0.709617373,0.236539124,3,0.935314685,0.064685315,0,11.14583333,0.770833333,0,1,11.91666667,1.523853737,0.117219518,13,1.163893654,0.145486707,8,"plot","not_invaded",0.755102041,0.061691852,6.326359694,13.84,3.162851866,0.111111111,0.888888889,3.529690078,3.233380216,0.536275097,1.217568285,0.576375746,0.840431007,6.257668369,0.576375746,3.444,5.5325,"2018NIWO_010451474.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.124","NIWO","2018-08",2018,"NIWO_007",452040.796,4432097.289,40.037739,-105.562156,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.635289091,0.065411564,25,1.439736764,0.071986838,20,0.872990146,0.218247537,4,0.954385965,0.045614035,0,11.33333333,0.541666667,0,1,11.97916667,1.635289091,0.065411564,25,0.938570156,0.058660635,16,"plot","not_invaded",0.84375,0.06055622,7.727670918,14.978,3.318512171,0.111111111,0.888888889,3.972567807,3.228321882,0.436698404,1.244884742,0.584706104,0.818162801,7.471982968,0.584706104,4.8845,7.564,"2018NIWO_007452040.796","000000000000000000b4",452040.796,42,4432097.289,"NIWO_007","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.56215422426251,40.03773772586518]}","NIWO_007452040.7964432097.289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_007452040.796"
"NA.125","NIWO","2018-08",2018,"NIWO_009",452194.764,4432907.626,40.045049,-105.560411,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.277220098,0.063861005,20,1.207814101,0.086272436,14,0.959580104,0.239895026,4,0.990253411,0.009746589,0,52.91666667,0.520833333,0,1,53.58333333,1.277220098,0.063861005,20,0.995780306,0.099578031,10,"plot","not_invaded",0.527472527,0.242580948,4.445759591,14.609,2.931014302,0.113378685,0.886621315,2.881807009,2.912776306,0.659133426,0.531380129,0.537122475,0.880185613,4.144415727,0.537122475,2.2365,3.787,"2018NIWO_009452194.764","000000000000000000b5",452194.764,42,4432907.626,"NIWO_009","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.5604107157506,40.04505065159283]}","NIWO_009452194.7644432907.626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_009452194.764"
"1326","NIWO","2018-08",2018,"NIWO_012",452254.353,4431766.187,40.034769,-105.559629,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,0.859176999,0.095464111,9,0.836841756,0.119548822,7,0.693147181,0.34657359,2,0.996581197,0.003418803,0,24.29166667,0.083333333,0,1,24.375,0.859176999,0.095464111,9,0.675443046,0.135088609,5,"plot","not_invaded",0.5,0.233333333,8.992343511,17.97,4.18140438,0.108843537,0.891156463,4.87388427,4.2984608,0.506186196,1.183407793,0.642147401,0.859799011,5.829140605,0.642147401,5.10825,8.748,"2018NIWO_012452254.353","000000000000000000b6",452254.353,42,4431766.187,"NIWO_012","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.55963037306627,40.034767964563585]}","NIWO_012452254.3534431766.187","NIWO_012","41","unitedStates","CO","Boulder","Southern Rockies & Colorado Plateau","D13","Niwot Ridge NEON","NIWO","distributed","basePlot",NA,1600,"40m x 40m",40.034769,-105.559629,"WGS84","13N",452254.353,4431766.187,0.26,3151.58,0.44,3147.11,3159.94,8.98,281,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20140729,320,5.6,2.5,"cdw|cfc|dhp|div|hbp|vst",40,"NIWO_012452254.3534431766.187","2018NIWO_012452254.353"
"NA.126","NIWO","2018-08",2018,"NIWO_001",452315.392,4432606.622,40.042344,-105.558975,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,0.76612485,0.031921869,24,0.523710949,0.027563734,19,0.924860015,0.231215004,4,0.945884146,0.054115854,0,25.85416667,1.479166667,0,1,27.375,0.76612485,0.031921869,24,0.685316488,0.04283228,16,"plot","not_invaded",0.644444444,0.181642512,6.151010025,11.731,2.796705687,0.095238095,0.904761905,3.264517588,2.713974509,0.461518008,0.651190135,0.542588412,0.789971114,6.808659451,0.542588412,3.70575,5.8525,"2018NIWO_001452315.392","000000000000000000b7",452315.392,42,4432606.622,"NIWO_001","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.55897488521141,40.042343977253395]}","NIWO_001452315.3924432606.622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_001452315.392"
"NA.127","NIWO","2018-08",2018,"NIWO_022",452464.759,4432218.686,40.038857,-105.557196,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,0.957379354,0.136768479,7,0.763202699,0.15264054,5,0.482577565,0.241288783,2,0.946308725,0.053691275,0,17.625,1,0,1,18.625,0.957379354,0.136768479,7,0.867169674,0.216792418,4,"plot","not_invaded",0.723404255,0.107764576,6.913123077,16.625,3.953138134,0.115646259,0.884353741,4.57573992,4.089674149,0.563229068,1.814929616,0.627225071,0.869643516,5.650612422,0.627225071,3.8395,7.0525,"2018NIWO_022452464.759","000000000000000000b8",452464.759,42,4432218.686,"NIWO_022","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.5571957038911,40.038856960229595]}","NIWO_022452464.7594432218.686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_022452464.759"
"NA.128","NIWO","2018-08",2018,"NIWO_011",452614.41,4431677.149,40.033987,-105.555402,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.105179443,0.100470858,11,1.04667377,0.116297086,9,0.429323022,0.214661511,2,0.987758945,0.012241055,0,21.85416667,0.270833333,0,1,22.125,1.105179443,0.100470858,11,0.842428131,0.105303516,8,"plot","not_invaded",0.595744681,0.169687418,6.582309045,13.991,3.12813863,0.097505669,0.902494331,3.451903217,2.977914428,0.493556406,0.95387533,0.564182283,0.860211421,6.020041696,0.564182283,3.677,6.01,"2018NIWO_011452614.41","000000000000000000b9",452614.41,42,4431677.149,"NIWO_011","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.55540314526759,40.033987621879234]}","NIWO_011452614.414431677.149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_011452614.41"
"1325","NIWO","2018-08",2018,"NIWO_020",452672.482,4432488.515,40.0413,-105.554781,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.488273016,0.165363668,9,1.411890089,0.176486261,8,0,0,1,0.977272727,0.022727273,0,2.6875,0.0625,0,1,2.75,1.488273016,0.165363668,9,1.444874323,0.18060929,8,"plot","not_invaded",0.967741935,0.011849901,9.329706522,13.805,2.639284626,0.16553288,0.83446712,2.811005253,3.095126577,0.403520036,0.941488939,0.564117215,0.770874732,7.682262021,0.564117215,5.41,8.226,"2018NIWO_020452672.482","000000000000000000ba",452672.482,42,4432488.515,"NIWO_020","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.55477887112012,40.041300547606895]}","NIWO_020452672.4824432488.515","NIWO_020","41","unitedStates","CO","Boulder","Southern Rockies & Colorado Plateau","D13","Niwot Ridge NEON","NIWO","distributed","basePlot",NA,1600,"40m x 40m",40.0413,-105.554781,"WGS84","13N",452672.482,4432488.515,0.2,3154.86,0.21,3152.9,3165.18,7.29,347.2,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20140730,300,3.8,2.2,"div",40,"NIWO_020452672.4824432488.515","2018NIWO_020452672.482"
"NA.129","NIWO","2018-08",2018,"NIWO_014",453244.515,4433537.139,40.050779,-105.548151,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.588253647,0.083592297,19,1.292727949,0.099440611,13,0.84891918,0.169783836,5,0.909090909,0.090909091,0,23.75,2.375,0,1,26.3125,1.588253647,0.083592297,19,1.477403069,0.123116922,12,"plot","not_invaded",0.839285714,0.072044335,4.528241379,11.66,2.396789199,0.145124717,0.854875283,2.661486186,2.306432355,0.503989511,0.612177559,0.503208274,0.850372172,4.889736796,0.503208274,2.919,4.563,"2018NIWO_014453244.515","000000000000000000bb",453244.515,52,4433537.139,"NIWO_014","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.5481526469547,40.05078059644651]}","NIWO_014453244.5154433537.139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_014453244.515"
"NA.130","NIWO","2018-08",2018,"NIWO_019",453305.047,4433116.906,40.046996,-105.547411,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.084848781,0.108484878,10,1.035071304,0.129383913,8,0.562335145,0.281167572,2,0.990361446,0.009638554,0,25.6875,0.25,0,1,25.9375,1.084848781,0.108484878,10,1.005195701,0.143599386,7,"plot","not_invaded",0.777777778,0.076767677,7.301799492,19.081,3.707944094,0.106575964,0.893424036,3.764872409,3.61197464,0.54406405,0.832949844,0.604772458,0.873134735,5.931720262,0.604772458,3.79675,6.33,"2018NIWO_019453305.047","000000000000000000bc",453305.047,42,4433116.906,"NIWO_019","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.54741243617983,40.046994819652134]}","NIWO_019453305.0474433116.906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_019453305.047"
"NA.131","NIWO","2018-08",2018,"NIWO_002",453332.439,4432457.801,40.04106,-105.547043,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.028212056,0.054116424,19,0.927597744,0.051533208,18,0,0,1,0.972431078,0.027568922,0,8.083333333,0.229166667,0,1,8.3125,1.028212056,0.054116424,19,0.871493109,0.079226646,11,"plot","not_invaded",0.776470588,0.033529412,8.84678125,13.738,2.878960666,0.129251701,0.870748299,3.491638032,3.099617081,0.397315148,1.177723965,0.568192963,0.764612856,7.809023748,0.568192963,5.5905,8.225,"2018NIWO_002453332.439","000000000000000000bd",453332.439,42,4432457.801,"NIWO_002","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.5470423307924,40.04105975614999]}","NIWO_002453332.4394432457.801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_002453332.439"
"1327","NIWO","2018-08",2018,"NIWO_021",453636.065,4432427.207,40.040801,-105.543482,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,0.407338966,0.081467793,5,0.353109674,0.088277419,4,0,0,1,0.989583333,0.010416667,0,17.8125,0.1875,0,1,18,0.407338966,0.081467793,5,0.407338966,0.081467793,5,"plot","not_invaded",0.75,0.083333333,9.214913265,14.574,2.85032006,0.111111111,0.888888889,3.72029532,3.067380587,0.377792636,0.877494968,0.565427901,0.772316277,8.244145014,0.565427901,6.01325,8.631,"2018NIWO_021453636.065","000000000000000000be",453636.065,42,4432427.207,"NIWO_021","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.54348396815173,40.0408011282889]}","NIWO_021453636.0654432427.207","NIWO_021","41","unitedStates","CO","Boulder","Southern Rockies & Colorado Plateau","D13","Niwot Ridge NEON","NIWO","distributed","basePlot",NA,1600,"40m x 40m",40.040801,-105.543482,"WGS84","13N",453636.065,4432427.207,0.27,2992.33,0.41,2986.42,2997.11,4.69,246,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20140904,330,4.2,2.9,"div",40,"NIWO_021453636.0654432427.207","2018NIWO_021453636.065"
"NA.132","NIWO","2018-08",2018,"NIWO_016",453724.471,4433267.545,40.048377,-105.542505,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.847653106,0.153971092,12,1.630361419,0.163036142,10,0,0,1,0.811111111,0.188888889,0,4.5625,1.0625,0,1,5.6875,1.847653106,0.153971092,12,1.712153608,0.19023929,9,"plot","not_invaded",0.875,0.050373134,5.868863014,10.363,2.391916764,0.172335601,0.827664399,2.626399463,2.243239157,0.425571695,0.923026908,0.502892069,0.781657358,6.322920668,0.502892069,3.5915,5.3135,"2018NIWO_016453724.471","000000000000000000bf",453724.471,42,4433267.545,"NIWO_016","NIWO",2018,"2018-08","{""type"":""Point"",""coordinates"":[-105.54250296592,40.0483771409787]}","NIWO_016453724.4714433267.545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NIWO_016453724.471"
"NA.163","NIWO","2019-08",2019,"NIWO_040",450123.158,4433087.643,40.046551,-105.584709,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.591760469,0.072352749,22,1.535614748,0.08531193,18,1.004242473,0.334747491,3,0.990635452,0.009364548,0,30.85416667,0.291666667,0,1,31.1875,1.591760469,0.072352749,22,1.245719808,0.095824601,13,"plot","not_invaded",0.567164179,0.09165935,8.930234694,18.304,4.058006192,0.111111111,0.888888889,4.348644727,4.056279127,0.506367675,1.07543769,0.634961397,0.879675738,6.321014447,0.634961397,4.88575,7.9365,"2019NIWO_040450123.158","00000000000000000056",450123.158,52,4433087.643,"NIWO_040","NIWO",2019,"2019-08","{""type"":""Point"",""coordinates"":[-105.58470835739084,40.046548909546786]}","NIWO_040450123.1584433087.643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019NIWO_040450123.158"
"NA.164","NIWO","2019-08",2019,"NIWO_041",450274.689,4433508.24,40.050349,-105.582965,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,2.484502282,0.03499299,71,2.297823016,0.036473381,63,1.354756065,0.193536581,7,0.941544885,0.058455115,0,46.97916667,2.916666667,0,1,50.14583333,2.484502282,0.03499299,71,1.844154168,0.068302006,27,"plot","not_invaded",0.771830986,0.076483621,1.414429648,4.78,1.373102346,0.097505669,0.902494331,1.356929397,1.056620439,0.533280529,0.22734661,0.328649153,0.775731307,2.313281186,0.328649153,1.134,2.0035,"2019NIWO_041450274.689","00000000000000000057",450274.689,52,4433508.24,"NIWO_041","NIWO",2019,"2019-08","{""type"":""Point"",""coordinates"":[-105.58296484887894,40.05034806364433]}","NIWO_041450274.6894433508.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019NIWO_041450274.689"
"NA.165","NIWO","2019-08",2019,"NIWO_001",452315.392,4432606.622,40.042344,-105.558975,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,0.962051098,0.035631522,27,0.863207181,0.03923669,22,1.306106609,0.326526652,4,0.986761711,0.013238289,0,20.1875,0.270833333,0,1,20.54166667,0.962051098,0.035631522,27,0.882587827,0.049032657,18,"plot","not_invaded",0.603773585,0.19234292,6.320062814,12.087,2.708993903,0.097505669,0.902494331,3.190458908,2.74914438,0.469280674,0.676675284,0.544656423,0.79445842,6.609641287,0.544656423,3.6325,5.857,"2019NIWO_001452315.392","00000000000000000058",452315.392,42,4432606.622,"NIWO_001","NIWO",2019,"2019-08","{""type"":""Point"",""coordinates"":[-105.55897488521141,40.042343977253395]}","NIWO_001452315.3924432606.622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019NIWO_001452315.392"
"NA.166","NIWO","2019-08",2019,"NIWO_022",452464.759,4432218.686,40.038857,-105.557196,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,0.741676071,0.074167607,10,0.741676071,0.074167607,10,0,0,0,1,0,0,16.25,0,0,1,16.25,0.741676071,0.074167607,10,0.700506493,0.100072356,7,"plot","not_invaded",0.578947368,0.107327141,6.781607053,17.669,4.182973904,0.099773243,0.900226757,4.627142037,4.13360047,0.560873087,1.471755624,0.629557019,0.867320874,5.749577819,0.629557019,3.953,7.075,"2019NIWO_022452464.759","00000000000000000059",452464.759,42,4432218.686,"NIWO_022","NIWO",2019,"2019-08","{""type"":""Point"",""coordinates"":[-105.5571957038911,40.038856960229595]}","NIWO_022452464.7594432218.686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019NIWO_022452464.759"
"1325.1","NIWO","2019-08",2019,"NIWO_020",452672.482,4432488.515,40.0413,-105.554781,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,2.374976134,0.118748807,20,2.302358991,0.121176789,19,0,0,1,0.96350365,0.03649635,0,5.5,0.208333333,0,1,5.708333333,2.374976134,0.118748807,20,2.03127246,0.169272705,12,"plot","not_invaded",0.841121495,0.035690099,9.554520216,13.688,2.647643115,0.158730159,0.841269841,2.882861125,3.061019015,0.389348892,1.023670074,0.562947247,0.780415956,7.931282927,0.562947247,5.714,8.39,"2019NIWO_020452672.482","0000000000000000005a",452672.482,42,4432488.515,"NIWO_020","NIWO",2019,"2019-08","{""type"":""Point"",""coordinates"":[-105.55477887112012,40.041300547606895]}","NIWO_020452672.4824432488.515","NIWO_020","41","unitedStates","CO","Boulder","Southern Rockies & Colorado Plateau","D13","Niwot Ridge NEON","NIWO","distributed","basePlot",NA,1600,"40m x 40m",40.0413,-105.554781,"WGS84","13N",452672.482,4432488.515,0.2,3154.86,0.21,3152.9,3165.18,7.29,347.2,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20140730,300,3.8,2.2,"div",40,"NIWO_020452672.4824432488.515","2019NIWO_020452672.482"
"NA.167","NIWO","2019-08",2019,"NIWO_014",453244.515,4433537.139,40.050779,-105.548151,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.283863319,0.044271149,29,1.05987186,0.046081385,23,1.133563838,0.283390959,4,0.965116279,0.034883721,0,34.58333333,1.25,0,1,36.45833333,1.283863319,0.044271149,29,1.135097667,0.070943604,16,"plot","not_invaded",0.720720721,0.108008561,4.433649077,11.835,2.44919589,0.140589569,0.859410431,2.630000426,2.288879031,0.51276197,0.487127375,0.49849415,0.854139041,4.774677395,0.49849415,2.722,4.453,"2019NIWO_014453244.515","0000000000000000005b",453244.515,52,4433537.139,"NIWO_014","NIWO",2019,"2019-08","{""type"":""Point"",""coordinates"":[-105.5481526469547,40.05078059644651]}","NIWO_014453244.5154433537.139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019NIWO_014453244.515"
"NA.168","NIWO","2019-08",2019,"NIWO_019",453305.047,4433116.906,40.046996,-105.547411,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.556179446,0.059853056,26,1.464765816,0.066580264,22,0.683738906,0.227912969,3,0.983098592,0.016901408,0,21.8125,0.375,0,1,22.27083333,1.556179446,0.059853056,26,1.397219525,0.08732622,16,"plot","not_invaded",0.720930233,0.060887949,7.321949367,18.951,3.835452724,0.10430839,0.89569161,3.875882283,3.639184202,0.545058668,0.863006281,0.605797477,0.870939023,6.089413981,0.605797477,3.864,6.333,"2019NIWO_019453305.047","0000000000000000005c",453305.047,42,4433116.906,"NIWO_019","NIWO",2019,"2019-08","{""type"":""Point"",""coordinates"":[-105.54741243617983,40.046994819652134]}","NIWO_019453305.0474433116.906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019NIWO_019453305.047"
"NA.169","NIWO","2019-08",2019,"NIWO_016",453724.471,4433267.545,40.048377,-105.542505,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,3.094379117,0.103145971,30,3.016849315,0.120673973,25,0.641262715,0.160315679,4,0.814479638,0.185520362,0,3.75,0.854166667,0,1,4.708333333,3.094379117,0.103145971,30,2.404873721,0.150304608,16,"plot","not_invaded",0.761904762,0.082815735,5.750976127,10.153,2.339379269,0.145124717,0.854875283,2.603801667,2.263830698,0.430146007,0.9334496,0.504771171,0.785498541,6.141938353,0.504771171,3.579,5.29,"2019NIWO_016453724.471","0000000000000000005d",453724.471,42,4433267.545,"NIWO_016","NIWO",2019,"2019-08","{""type"":""Point"",""coordinates"":[-105.54250296592,40.0483771409787]}","NIWO_016453724.4714433267.545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019NIWO_016453724.471"
"NA.170","NIWO","2020-08",2020,"NIWO_009",452194.764,4432907.626,40.045049,-105.560411,"Evergreen Forest, Grassland/Herbaceous","EGH",0,0,0,1.148644249,0.143580531,8,1.148644249,0.143580531,8,0,0,0,1,0,0,48.9375,0,0,1,48.9375,1.148644249,0.143580531,8,0.832286177,0.118898025,7,"plot","not_invaded",0.714285714,0.111801242,4.220090452,14.745,3.256286002,0.097505669,0.902494331,3.111368333,3.346318031,0.763231084,0.941282446,0.51903388,0.909437079,2.84832927,0.51903388,1.6175,4.115,"2020NIWO_009452194.764","00000000000000000000",452194.764,42,4432907.626,"NIWO_009","NIWO",2020,"2020-08","{""type"":""Point"",""coordinates"":[-105.5604107157506,40.04505065159283]}","NIWO_009452194.7644432907.626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020NIWO_009452194.764"
